logFC	logCPM	PValue	FDR
FGRRES_07765	8.51897683749632	6.82650357432752	4.38046565778118e-89	6.51249229916426e-87
FGRRES_08177	8.93589132813959	5.40654770112224	2.55972177752133e-87	3.75414330424852e-85
FGRRES_04897_M	11.8532099261526	5.285648584444	3.92147893202723e-87	5.67464144657221e-85
FGRRES_11046	9.07399038889307	5.56729889225807	2.24666960327919e-85	3.20830331636698e-83
FGRRES_03695	11.842448113257	5.27268197364486	1.20851381786034e-84	1.70337668379717e-82
FGRRES_10772	-7.60564879198644	9.67507544599387	9.06970686002286e-84	1.26196831476703e-81
FGRRES_03535	11.8106420744258	5.24714916947348	1.41130683012251e-80	1.93884975029362e-78
FGRRES_10549	-7.77554582631815	6.82046363110911	2.61559993949212e-80	3.5483882679135e-78
FGRRES_07836_M	-8.43219615457546	7.59310869709529	2.06941656745907e-77	2.77276271686831e-75
FGRRES_07982_M	11.8432449295492	5.28291488077164	1.94886688395291e-76	2.57939662091962e-74
FGRRES_10921	8.20365832110544	5.61380387447058	3.18246699775549e-75	4.16136317188438e-73
FGRRES_01789	-9.00716506407409	5.76144596198736	6.77758031064171e-75	8.75679513230887e-73
FGRRES_11299	8.71156067647172	5.18116821878965	2.09531223969405e-74	2.67534396910582e-72
FGRRES_16896	-12.213784420427	5.6793406425962	3.50128421120612e-72	4.41853924932792e-70
FGRRES_16849_M	8.23137054204891	6.23955491289971	4.49806852860786e-72	5.61121123459553e-70
FGRRES_07908	7.28618943623441	8.30233989327019	2.38262629128707e-71	2.93848217492483e-69
FGRRES_11304	11.5640480850849	4.99445594429978	4.20755431528207e-69	5.13085247008498e-67
FGRRES_04773	11.64031124377	5.06631139577567	4.25766117646809e-69	5.13426630535646e-67
FGRRES_06479	-7.5692874186384	6.82350781221079	4.35437348454051e-69	5.19318850854045e-67
FGRRES_16101	11.7129706029459	5.15305183473347	8.94112993046473e-69	1.05476177321015e-66
FGRRES_07925	-7.48413833841246	10.2700782505594	1.9381398309766e-68	2.26178834253645e-66
FGRRES_11047	8.67236505679617	5.13844032450911	5.46046234533327e-68	6.30451040786191e-66
FGRRES_17232	-7.61168493673703	8.81318297556483	1.40379926428326e-67	1.60372983318592e-65
FGRRES_10603	-7.25365724993063	8.88747441321529	3.78944771930239e-67	4.28404959349884e-65
FGRRES_10675	11.7459671629053	5.16695205652965	3.00496732161262e-66	3.36215570530534e-64
FGRRES_08687	7.08875684270473	6.64589641516271	8.24176159593585e-66	9.12733046945834e-64
FGRRES_03954	-6.99252725734114	11.1784606451284	9.64969729338613e-66	1.05786024974868e-63
FGRRES_08765	7.56271158361992	7.02711665978418	1.85566259219628e-65	2.01395061131062e-63
FGRRES_11487	8.07524272697769	6.28538201622924	1.19699661045211e-64	1.28623804091453e-62
FGRRES_03968	7.55471544589453	5.51537547507184	1.54583278122986e-64	1.64479638967526e-62
FGRRES_13412	-7.95672640095024	6.43080326943384	1.82520514055788e-64	1.92319916412375e-62
FGRRES_01749	-12.2227912387991	5.68907243888078	4.55240959102463e-63	4.75070204724907e-61
FGRRES_12050_1_M	-7.66956191331857	8.74390449709781	4.35127605806343e-62	4.49756181506308e-60
FGRRES_20377	7.86239013049622	5.27038949119641	1.16872490534059e-61	1.19661994317561e-59
FGRRES_07522	-7.37080951725004	7.54393441591944	1.38989165161009e-61	1.40976580326395e-59
FGRRES_04872	8.5310893879183	4.99720924947033	1.66806886563346e-61	1.67625475914074e-59
FGRRES_06719	7.2087725791638	5.85034514980067	2.02233712588947e-60	2.01361695663105e-58
FGRRES_02059	6.90672602545598	6.5565594497017	1.50368816704945e-59	1.4835934251807e-57
FGRRES_02691	11.355578217374	4.78154490236384	6.11857788571224e-58	5.98242574717432e-56
FGRRES_04848	11.3538104046027	4.77877899662925	4.23034434525013e-57	4.09927921241068e-55
FGRRES_00860	-7.46512026080568	8.17527682291557	1.51309064066263e-56	1.45323652416916e-54
FGRRES_03632	6.80524071462649	9.60271804844523	1.93329611623272e-55	1.84053182012927e-53
FGRRES_08580	-7.12023300795423	7.5413636760654	3.29306511225006e-55	3.10779440549999e-53
FGRRES_11196	9.07824729456163	4.69860740603387	4.45313369956695e-55	4.16636724494829e-53
FGRRES_17459	7.39240840867537	5.31997140954761	4.7762635303737e-55	4.43049470898682e-53
FGRRES_04514	7.03005539547524	5.80628712062537	4.43234088232569e-54	4.07662674541362e-52
FGRRES_10999	11.3962354522502	4.83779054452531	7.11275812918143e-53	6.4869549559669e-51
FGRRES_01997	-7.5908406913474	6.18409609599346	7.65023216600577e-53	6.91899747480505e-51
FGRRES_00765	-6.9587109836193	9.83040349509069	1.48248703784074e-52	1.32970510923021e-50
FGRRES_04468	7.13007590015192	5.2768670805862	6.56272564044188e-52	5.83813617833736e-50
FGRRES_11302	7.19536993965582	5.13798097207119	2.57472062093522e-51	2.27182462593577e-49
FGRRES_17117	6.97257724622474	6.06212387183952	6.53327516412068e-51	5.71819639969369e-49
FGRRES_04512	7.34167310395385	6.07389780596942	2.98361959315899e-50	2.59049787556436e-48
FGRRES_03643	11.1207234899485	4.55153085077642	1.85497482839903e-48	1.59778109623926e-46
FGRRES_03905	11.0724534986776	4.50407913245223	1.78937710557965e-46	1.52914249817763e-44
FGRRES_11305	6.80348773096311	6.88482296445851	6.24007250395399e-46	5.29089897542287e-44
FGRRES_11298	6.45654167050508	6.92240739102749	6.69124434527849e-46	5.62946316893856e-44
FGRRES_09821	6.87558861078328	5.16936495584488	1.69922001208501e-45	1.41858729162758e-43
FGRRES_01239	6.75348847347886	5.53913673049193	4.0779673734035e-45	3.37848701553803e-43
FGRRES_07188	6.41944680333467	6.84609158879512	3.94567638851772e-44	3.24412317004416e-42
FGRRES_07560	8.97072025634354	4.6076213312874	1.23141511900723e-43	1.00485325463049e-41
FGRRES_02315	7.60870370663772	5.02616286164477	1.28939610310301e-43	1.04431461992365e-41
FGRRES_03024	6.97526297243092	5.10136543436125	2.7510278649008e-43	2.2116226235384e-41
FGRRES_07672	-7.05901636204247	6.98703582519565	2.9935594159228e-43	2.38890443683898e-41
FGRRES_13962	9.03163927420179	4.66565127702617	9.01088650032854e-43	7.13833220350844e-41
FGRRES_11542	11.0039399751723	4.42428824047769	1.6599921969318e-42	1.30549966038411e-40
FGRRES_04768	7.39223671762934	4.73361558334777	1.79759737939058e-42	1.40354851500186e-40
FGRRES_08084	11.2122592872496	4.62280457903413	2.46915274209208e-42	1.91412247928038e-40
FGRRES_10543	-6.6809151628377	11.0612820674936	4.92110466321967e-42	3.78785453261866e-40
FGRRES_03175_M	10.9496591767337	4.3721133401554	7.4531712387623e-42	5.69642728551318e-40
FGRRES_07625	7.08855738372665	5.02565489142249	6.15967025626112e-41	4.67488820218195e-39
FGRRES_03543	10.8989931714453	4.33071361578602	1.86386185174115e-40	1.40475643589908e-38
FGRRES_06060	-6.61066612458882	10.2017047788706	2.11461430687634e-40	1.58275234982958e-38
FGRRES_11033	7.74610395143365	4.76675986045304	2.41083917030429e-40	1.79211215858305e-38
FGRRES_05241	-7.41869256524501	5.47914838195674	7.61586060974726e-40	5.62278470731884e-38
FGRRES_03586	6.26766333364749	5.7104419875288	2.63699286436208e-39	1.93373537546768e-37
FGRRES_08562	6.52758481738644	8.37675573306493	4.17161193315769e-39	3.03855733627922e-37
FGRRES_01866	6.37847907609897	5.16860046764265	1.63758066036997e-38	1.18484419379969e-36
FGRRES_06445	8.652880535894	4.26588343076314	2.03095125840839e-38	1.45972940447061e-36
FGRRES_10224	-6.45221546737576	12.6977390824855	2.80202351039377e-38	2.00068165515155e-36
FGRRES_11399	8.88697044312783	4.4849386451307	2.90766077243322e-38	2.06253871655018e-36
FGRRES_03394	6.25769039516737	7.03252247929346	9.14417684828594e-38	6.4442695671719e-36
FGRRES_01728	8.00744950430513	4.49959329896116	1.08914975765499e-37	7.62615633537397e-36
FGRRES_00117	-6.22118038347321	6.25289037883571	1.34797601298436e-37	9.3508793992482e-36
FGRRES_03918	7.65343520237515	4.65030391439577	1.35270253909699e-37	9.3508793992482e-36
FGRRES_03477	-7.01830547515327	5.39463576737637	1.59948218337507e-37	1.09868228709934e-35
FGRRES_12142	6.42482244036271	5.79796358801757	1.79935091060917e-37	1.22819845489568e-35
FGRRES_09335	8.86603422610872	4.49820830159402	3.52820340161743e-37	2.39322446985962e-35
FGRRES_00116	-6.60578613329394	7.06320062216517	3.92256031139491e-37	2.64419546953845e-35
FGRRES_20102	-6.45496267523511	5.63845059367501	5.56479730227182e-37	3.72807068651581e-35
FGRRES_03032	7.04976876075833	4.69268097126545	1.87011505667659e-36	1.24517538098841e-34
FGRRES_20116	-6.36519950686037	11.0837535754716	2.64328209507673e-36	1.74924027913827e-34
FGRRES_05296	6.35103172429526	6.05722569713224	3.33160940797471e-36	2.19139132756058e-34
FGRRES_13404	-6.33421256329286	8.14579356421032	5.51384584232156e-36	3.60492583895879e-34
FGRRES_02961	-7.35881234032008	5.1382920300408	1.57676019560271e-35	1.0247052935854e-33
FGRRES_03526	10.7464971408528	4.16555588066327	5.48864797315742e-35	3.54573193170699e-33
FGRRES_11300	5.97572403085273	6.02960541048725	9.94984325626468e-35	6.38968336451127e-33
FGRRES_02903	10.6935278720434	4.12084711142315	1.34485390191451e-34	8.58570552792832e-33
FGRRES_16400	6.14387924580328	6.55308823197613	1.69132130906744e-34	1.07344503902391e-32
FGRRES_03598	6.44178190428808	4.94444656344093	2.55391778873982e-34	1.61149242797635e-32
FGRRES_03744	-6.33409219648387	9.30955386798943	3.51851764648935e-34	2.20731052123404e-32
FGRRES_07026	5.88558932447107	6.83210632950851	3.71529001648448e-34	2.31735876717851e-32
FGRRES_13689	-6.23217777635261	9.1850779469459	6.46601862883435e-34	4.01004001021367e-32
FGRRES_03987_M	6.29434504609459	4.97578299069644	9.89280390302591e-34	6.10037504315569e-32
FGRRES_20172	10.8207837023513	4.22958394417584	1.49047676792952e-33	9.13906461149102e-32
FGRRES_11169	6.1214650483218	6.87698987433752	1.88306318986294e-33	1.14813959548216e-31
FGRRES_08097	7.8045242502776	4.28124116528395	2.01459630243513e-33	1.2214756240407e-31
FGRRES_05839	6.05322839399648	6.99119587206712	2.06719403712566e-33	1.2464031602736e-31
FGRRES_03745	-6.06785743941721	8.74842464348372	2.82999295591183e-33	1.69690130113321e-31
FGRRES_05574	-6.53850117178883	6.77796725844841	3.16436116417199e-33	1.88696767663509e-31
FGRRES_10383	-6.33626378509658	7.07893592705217	3.61620471402994e-33	2.14462676291623e-31
FGRRES_12764	-6.11293958065565	8.33798831324303	3.74886422332337e-33	2.21121866389829e-31
FGRRES_11488	10.6056373205826	4.03076941027348	1.16721025486043e-32	6.84742318702715e-31
FGRRES_06506	6.17558390444512	6.84364963159522	1.42812447979963e-32	8.3330295587448e-31
FGRRES_03624	6.18978819507411	5.33013782081461	1.76131731174224e-32	1.02222335745126e-30
FGRRES_10420	6.27892189790151	8.55936471714105	2.15094392421471e-32	1.24171246859055e-30
FGRRES_02074	-6.3769961088443	5.10418376669239	2.4375650985834e-32	1.39862697627096e-30
FGRRES_13963	10.6077137512108	4.02911827938702	2.44853151655286e-32	1.39862697627096e-30
FGRRES_05828	-6.48582038314837	6.2865302257543	5.6252977647669e-32	3.19640610685943e-30
FGRRES_01570	6.21250765622342	7.64725050294151	8.87831358317365e-32	5.01855923532206e-30
FGRRES_03713	8.62717188978413	4.22171850033966	9.98323019263446e-32	5.61388586946434e-30
FGRRES_02820	-6.19390211613101	9.03981394849514	1.075454607776e-31	6.01644786504791e-30
FGRRES_15976	-5.89395954514821	5.66302349787308	1.89746981119868e-31	1.05606358261227e-29
FGRRES_04603	10.592336142845	4.00958154994539	2.55772381346929e-31	1.41627431365216e-29
FGRRES_06061	-6.2709963395778	9.22442951397679	2.75629558841854e-31	1.51848101629982e-29
FGRRES_02249	-5.99880910359478	10.627150097872	2.85554326792647e-31	1.56521268115182e-29
FGRRES_03865	7.28721337361923	4.3029831257397	4.1047840547483e-31	2.23865433900419e-29
FGRRES_08749_M	-6.18236391138465	6.10323691914596	1.30991470433422e-30	7.10825214306963e-29
FGRRES_03907	-5.73717870363785	6.00863245695117	4.93008941293798e-30	2.66200300490627e-28
FGRRES_04898	8.32150979923504	3.9366209340175	7.25658538561355e-30	3.89879807871603e-28
FGRRES_10957	-6.70196672634196	5.58731832321337	1.66924137429739e-29	8.92427420455645e-28
FGRRES_03628	8.3960012207687	4.03312552887145	3.04935091752461e-29	1.62228458372032e-27
FGRRES_11049	10.6964672724216	4.09845789093691	3.58374457025468e-29	1.89728682053532e-27
FGRRES_16231	-6.04233617009096	5.6611271565729	5.40113109888394e-29	2.8455570784557e-27
FGRRES_07810	10.4699061030271	3.88743483779889	1.42867017818767e-28	7.49051084244964e-27
FGRRES_16989	5.48746655996114	6.19388376306507	1.51168867530968e-28	7.88767172746922e-27
FGRRES_02052	-8.72682728481092	4.65455551317316	1.6895864615719e-28	8.77372338155016e-27
FGRRES_04580	10.4221320056265	3.84749069432589	3.16038792107298e-28	1.6333185765431e-26
FGRRES_01468	5.76688415842643	7.28149918704976	3.73154494027246e-28	1.91935816288043e-26
FGRRES_10081	8.32791045856456	3.92978475016223	4.84240251622801e-28	2.4789903070105e-26
FGRRES_01705	-6.17599800807862	9.16724298193823	6.61845456044836e-28	3.37230457016648e-26
FGRRES_16636	-5.87420066088283	5.4373712353543	1.06063048336807e-27	5.37898254018394e-26
FGRRES_02202	6.18364351974906	8.54704361521728	6.2011062516823e-27	3.13026075113991e-25
FGRRES_02173	-7.75393161221398	4.53429688816434	6.42899729606703e-27	3.23027350250998e-25
FGRRES_06658	5.95136070271703	10.3596089615277	9.79571909275637e-27	4.89921379325737e-25
FGRRES_02051	-6.04909239444279	9.93135799283046	1.31057518972139e-26	6.52462042846158e-25
FGRRES_08081	17.144888071634	10.5848558450441	1.79021776420303e-26	8.87179607072853e-25
FGRRES_00571	5.72641399525972	6.84018445555682	2.84011267416289e-26	1.40107922057681e-24
FGRRES_02316	5.86978633475123	5.06268434007073	2.93195187272844e-26	1.43984043777021e-24
FGRRES_09741	6.10584712537883	9.38930884952287	3.1683042611316e-26	1.5489011777505e-24
FGRRES_17439	6.96253421623127	4.3396685049089	4.26874180046483e-26	2.07751815069259e-24
FGRRES_20229	6.9384350831249	4.33958089897111	4.57892830092635e-26	2.21853164508722e-24
FGRRES_02866	8.27197764473516	3.90657451719261	5.19719226051074e-26	2.50689456014769e-24
FGRRES_07886	-6.61918827377667	5.12377416600929	5.33036438472786e-26	2.55975418882529e-24
FGRRES_08609	6.59993175829195	4.32070393951263	5.90510924214017e-26	2.82326654647345e-24
FGRRES_16369_M	-6.74698925861676	5.28422437749851	6.15617590107145e-26	2.930393730453e-24
FGRRES_05974	5.53990104767782	6.75151835867483	9.92133197056538e-26	4.70201816054786e-24
FGRRES_02274	-6.21903214034709	6.00645195854267	9.99187403151315e-26	4.71486125495705e-24
FGRRES_10909	-5.92105429910104	11.3085476421724	1.8113061605359e-25	8.5100024936347e-24
FGRRES_08011	10.416488237766	3.82108495610907	2.04192858716162e-25	9.55217713640734e-24
FGRRES_08079	14.8990351835676	8.33685761160063	2.37256814972598e-25	1.10512798836807e-23
FGRRES_16679_8_M	-5.70218987244738	8.39281349067006	3.4078770314649e-25	1.58058501805507e-23
FGRRES_03600	7.41606223010898	3.85710441848266	3.73563135768621e-25	1.72522583510504e-23
FGRRES_10559	6.69697353337599	4.08593860517248	4.83984637786771e-25	2.22571409911009e-23
FGRRES_10134	-5.45715138824941	6.4805032661881	6.66254273838309e-25	3.05099478226463e-23
FGRRES_04637	-5.97201013464906	11.0169287743186	6.97159856383284e-25	3.17910752996966e-23
FGRRES_08210	10.4756863945117	3.87255288102522	7.63411844547462e-25	3.46665638028184e-23
FGRRES_03585	5.69781742974636	9.03837862228491	2.01442487801401e-24	9.10939716711917e-23
FGRRES_02154_M	-8.24558753564598	4.19746334753825	2.15823130344484e-24	9.71920511879122e-23
FGRRES_02939	-7.160865542324	4.80677234271555	4.55618903828022e-24	2.04331899307666e-22
FGRRES_13536	7.58218988623891	3.99814388042554	6.27091462784293e-24	2.80075047143948e-22
FGRRES_02353	5.44327682530254	6.21452290945259	6.58159618188889e-24	2.92746161319837e-22
FGRRES_02447	-6.13582172278357	5.07089319355363	1.02412474921097e-23	4.52366497933044e-22
FGRRES_02279	6.41766227467699	4.40000596379978	1.0253585044829e-23	4.52366497933044e-22
FGRRES_03816_M	-5.55558386108458	9.24564348270235	1.24300215271755e-23	5.4616608758881e-22
FGRRES_00177	5.50698112647956	5.73124674718524	1.59721691488458e-23	6.9897561198558e-22
FGRRES_09052	7.43361910709279	3.92378880938133	1.89674652316851e-23	8.26722490600316e-22
FGRRES_12439	-9.18127366510999	10.4781226473221	5.63430447885628e-23	2.44596426036109e-21
FGRRES_08083	14.5486670214193	7.985138830836	6.12569676531915e-23	2.64869270892465e-21
FGRRES_11066	6.09213907239009	4.24189738418272	7.48168281772174e-23	3.22217077860056e-21
FGRRES_11233	-5.80421042200417	6.16122671920031	1.86381882701483e-22	7.97266815347469e-21
FGRRES_02755	-5.2315360123244	6.18322185760423	1.86589672070632e-22	7.97266815347469e-21
FGRRES_00725	-6.27162852022745	5.44294710517572	2.61782402486295e-22	1.11416643693481e-20
FGRRES_01686	10.207492918568	3.61757778585018	3.20593600270122e-22	1.35914154052017e-20
FGRRES_07207	5.08401004161222	5.26048071793204	3.51627393197163e-22	1.48490743127191e-20
FGRRES_02206	7.40474399719114	3.91293294728983	7.04726670669407e-22	2.9644955646415e-20
FGRRES_04074	5.46063336462988	7.67066702951275	8.17197138048446e-22	3.42433997654046e-20
FGRRES_02269	-5.40316566439747	5.21342866740328	1.33446560579348e-21	5.57036739218334e-20
FGRRES_01829	5.82687821481105	4.92045207401689	1.5234744866224e-21	6.33496881352985e-20
FGRRES_03052	6.62538513583875	4.02507742618629	1.91490123762798e-21	7.93222256945668e-20
FGRRES_17495	-8.12618071540277	4.08225290363228	2.01501124355847e-21	8.31517757655515e-20
FGRRES_11132	6.36041907136176	4.08433953822914	2.26412133658765e-21	9.30776850984309e-20
FGRRES_03855_M	-5.76461216745845	5.54361301346635	2.59825171426134e-21	1.06410663603314e-19
FGRRES_02632	5.21245212241663	6.14588362048465	2.77055806013452e-21	1.13040851979849e-19
FGRRES_13189	10.1392514867801	3.54964754786558	2.86571797972144e-21	1.16485532711299e-19
FGRRES_02360	10.2046585233765	3.60678664611723	3.34505742240552e-21	1.35462344049877e-19
FGRRES_04094	5.48269189060315	6.58177796882298	3.41219918190474e-21	1.37667649521235e-19
FGRRES_03270_M	-5.31517590150715	6.29087232611468	4.47549467748994e-21	1.79898310128883e-19
FGRRES_05357	5.22714585255266	5.01607273840435	4.65717995882671e-21	1.86510605509765e-19
FGRRES_05827	-5.78130493260398	7.16610107762032	4.68060072251778e-21	1.86759410446638e-19
FGRRES_15451	6.82909062305917	3.82821161655094	5.12684053196054e-21	2.03815385689992e-19
FGRRES_16266	-5.91300874492251	6.6569298844991	5.32118040306211e-21	2.10769236913989e-19
FGRRES_09451	6.77186785391782	3.75317526195291	5.50247515121204e-21	2.17157682967652e-19
FGRRES_07569	-5.57213499465454	5.39935293962967	6.20624290573161e-21	2.44044761796758e-19
FGRRES_10025	6.49078280657265	3.90003353747611	7.64070575016967e-21	2.99366713020186e-19
FGRRES_03867_M	8.05096062726696	3.68092273645593	8.27589023410027e-21	3.22480622234145e-19
FGRRES_10540	-8.02977803491757	3.99065912535041	8.29006667311585e-21	3.22480622234145e-19
FGRRES_11647	10.0514804864592	3.47585039779661	1.04357507606366e-20	4.04497153589959e-19
FGRRES_06676	-8.67752827552953	10.6386536810664	1.22689255086897e-20	4.73859959237756e-19
FGRRES_08082	13.4400681143806	6.87145006622623	1.38460085930358e-20	5.32874933546872e-19
FGRRES_02686	-8.34909335866659	4.29157390050865	1.41957105151978e-20	5.44402990181773e-19
FGRRES_04345	-6.80889044422903	4.1289291366267	1.48763956045391e-20	5.68498315126982e-19
FGRRES_06452	5.04271659085401	5.12376018188185	1.50844590503533e-20	5.74426786222752e-19
FGRRES_15286	-6.9812435687151	4.28441097704423	2.09710206112786e-20	7.957989045252e-19
FGRRES_08309	5.9536201697851	6.17684447924076	2.28278707374846e-20	8.63243488201815e-19
FGRRES_03467	6.87219916330722	3.90285064543957	2.42186695126964e-20	9.12657014657272e-19
FGRRES_02231	5.35649401972128	4.8257468142264	3.58330326889298e-20	1.34566056668842e-18
FGRRES_16032	-5.60437996395014	6.12284378932547	5.07669853985123e-20	1.89991066389674e-18
FGRRES_04741	7.35360934759921	8.57716085065766	5.09712171253909e-20	1.90099869230882e-18
FGRRES_17387	-10.3427520097915	9.09953697642832	8.4128310563164e-20	3.12686491281513e-18
FGRRES_02063	4.95400858358287	5.97012806802842	8.81727181546172e-20	3.26600174106505e-18
FGRRES_11993	-5.03869259223914	6.24021578447728	1.03945601689743e-19	3.83714835081217e-18
FGRRES_06554	5.03143317123126	6.40602555130363	1.64458534165518e-19	6.05040159762159e-18
FGRRES_04763	-6.46040714314154	5.13063873504421	1.89629081204339e-19	6.95285276456313e-18
FGRRES_03532	5.21553908963834	4.82360766177358	2.18258765473892e-19	7.97563091477491e-18
FGRRES_01819_M	7.11558360520426	3.57444243191006	2.59629904905338e-19	9.45558173804574e-18
