Query	Hit	Description	E-value
FGRRES_00512	FGSG_00512		0.0
FGRRES_00515	FGSG_00515		0.0
FGRRES_00529	FGSG_00529		0.0
FGRRES_00539	FGSG_00539		0.0
FGRRES_00540	FGSG_00540		1e-145
FGRRES_00541	FGSG_00541		0.0
FGRRES_00545	FGSG_00545		0.0
FGRRES_00572	FGSG_00572		0.0
FGRRES_00573	FGSG_00573		0.0
FGRRES_00574	FGSG_00574		0.0
FGRRES_00584	FGSG_00584		0.0
FGRRES_00586	FGSG_00586		0.0
FGRRES_00593	FGSG_00593		0.0
FGRRES_00595	FGSG_00595		0.0
FGRRES_00597	FGSG_00597		0.0
FGRRES_00598	FGSG_00598		0.0
FGRRES_00608	FGSG_00608		0.0
FGRRES_00613	FGSG_00613		0.0
FGRRES_00620	FGSG_00620		0.0
FGRRES_00623	FGSG_00623		0.0
FGRRES_00625	FGSG_00625		0.0
FGRRES_00665	FGSG_00665		0.0
FGRRES_00669	FGSG_00669		0.0
FGRRES_00702	FGSG_00702		0.0
FGRRES_00710	FGSG_00710		0.0
FGRRES_00713	FGSG_00713		0.0
FGRRES_00719	FGSG_00719		0.0
FGRRES_00725	FGSG_00725		0.0
FGRRES_00729	FGSG_00729		0.0
FGRRES_00742	FGSG_00742		0.0
FGRRES_00745	FGSG_00745		0.0
FGRRES_00750	FGSG_00750		3e-86
FGRRES_00764	FGSG_00764		6e-118
FGRRES_00765	FGSG_00765		0.0
FGRRES_00768	FGSG_00768		0.0
FGRRES_00773	FGSG_00773		3e-143
FGRRES_00774	FGSG_00774		0.0
FGRRES_00787	FGSG_00787		0.0
FGRRES_00800	FGSG_00800		0.0
FGRRES_00813	FGSG_00813		0.0
FGRRES_00823	FGSG_00823		0.0
FGRRES_00871	FGSG_00871		0.0
FGRRES_00880	FGSG_00880		0.0
FGRRES_00924	FGSG_00924		0.0
FGRRES_00926	FGSG_00926		0.0
FGRRES_00934	FGSG_00934		0.0
FGRRES_00946	FGSG_00946		0.0
FGRRES_00960	FGSG_00960		0.0
FGRRES_00967	FGSG_00967		0.0
FGRRES_01000	FGSG_01000		0.0
FGRRES_01006	FGSG_01006		0.0
FGRRES_01022	FGSG_01022		0.0
FGRRES_01033	FGSG_01033		8e-163
FGRRES_01046	FGSG_01046		0.0
FGRRES_01066	FGSG_01066		0.0
FGRRES_01096	FGSG_01096		3e-174
FGRRES_01100	FGSG_01100		0.0
FGRRES_01106	FGSG_01106		0.0
FGRRES_01116	FGSG_01116		0.0
FGRRES_01120	FGSG_01120		0.0
FGRRES_01139	FGSG_01139		0.0
FGRRES_01172	FGSG_01172		0.0
FGRRES_01176	FGSG_01176		0.0
FGRRES_01182	FGSG_01182		0.0
FGRRES_01187	FGSG_01187		0.0
FGRRES_01196	FGSG_01196		0.0
FGRRES_01201	FGSG_01201		0.0
FGRRES_01214	FGSG_01214		0.0
FGRRES_01225	FGSG_01225		0.0
FGRRES_01265	FGSG_01265		0.0
FGRRES_01284	FGSG_01284		0.0
FGRRES_01293	FGSG_01293		0.0
FGRRES_01295	FGSG_01295		0.0
FGRRES_01298	FGSG_01298		0.0
FGRRES_01302	FGSG_01302		0.0
FGRRES_01304	FGSG_01304		0.0
FGRRES_01307	FGSG_01307		0.0
FGRRES_01310	FGSG_01310		0.0
FGRRES_01311	FGSG_01311		0.0
FGRRES_01318	FGSG_01318		0.0
FGRRES_01319	FGSG_01319		0.0
FGRRES_01332	FGSG_01332		0.0
FGRRES_01341	FGSG_01341		0.0
FGRRES_01350	FGSG_01350		0.0
FGRRES_01352	FGSG_01352		0.0
FGRRES_01366	FGSG_01366		0.0
FGRRES_01370	FGSG_01370		0.0
FGRRES_01378	FGSG_01378		0.0
FGRRES_01382	FGSG_01382		0.0
FGRRES_01388	FGSG_01388		0.0
FGRRES_01407	FGSG_01407		0.0
FGRRES_01411	FGSG_01411		0.0
FGRRES_01419	FGSG_01419		0.0
FGRRES_01425	FGSG_01425		0.0
FGRRES_01433	FGSG_01433		0.0
FGRRES_01457	FGSG_01457		0.0
FGRRES_01484	FGSG_01484		0.0
FGRRES_01514	FGSG_01514		2e-173
FGRRES_01515	FGSG_01515		0.0
FGRRES_01523	FGSG_01523		0.0
FGRRES_01526	FGSG_01526		0.0
FGRRES_01530	FGSG_01530		0.0
FGRRES_01535	FGSG_01535		0.0
FGRRES_01555	FGSG_01555		0.0
FGRRES_01558	FGSG_01558		0.0
FGRRES_01562	FGSG_01562		0.0
FGRRES_01564	FGSG_01564		0.0
FGRRES_01576	FGSG_01576		0.0
FGRRES_01583	FGSG_01583		0.0
FGRRES_01584	FGSG_01584		0.0
FGRRES_01593	FGSG_01593		0.0
FGRRES_01610	FGSG_01610		0.0
FGRRES_01638	FGSG_01638		0.0
FGRRES_01640	FGSG_01640		0.0
FGRRES_01648	FGSG_01648		0.0
FGRRES_01662	FGSG_01662		0.0
FGRRES_01667	FGSG_01667		2e-141
FGRRES_01669	FGSG_01669		8e-152
FGRRES_01675	FGSG_01675		0.0
FGRRES_01689	FGSG_01689		7e-95
FGRRES_01710	FGSG_01710		0.0
FGRRES_01712	FGSG_01712		0.0
FGRRES_01722	FGSG_01722		0.0
FGRRES_01724	FGSG_01724		0.0
FGRRES_01730	FGSG_01730		0.0
FGRRES_01731	FGSG_01731		0.0
FGRRES_01734_M	FGSG_01734		0.0
FGRRES_01735_M	FGSG_01735		0.0
FGRRES_01738_M	FGSG_01738		0.0
FGRRES_01739	FGSG_01739		0.0
FGRRES_01740	FGSG_01740		0.0
FGRRES_01742	FGSG_01742		0.0
FGRRES_01743	FGSG_01743		0.0
FGRRES_01744	FGSG_01744		0.0
FGRRES_01745	FGSG_01745		0.0
FGRRES_01755	FGSG_01755		2e-170
FGRRES_01760	FGSG_01760		0.0
FGRRES_01762	FGSG_01762		0.0
FGRRES_01767	FGSG_01767		0.0
FGRRES_01768	FGSG_01768		0.0
FGRRES_01783	FGSG_01783		0.0
FGRRES_01785	FGSG_01785		0.0
FGRRES_01790	FGSG_01790		0.0
FGRRES_01792	FGSG_01792		0.0
FGRRES_01795	FGSG_01795		0.0
FGRRES_01801	FGSG_01801		0.0
FGRRES_01808_M	FGSG_01808		0.0
FGRRES_01809	FGSG_01809		0.0
FGRRES_01811	FGSG_17632		4e-64
FGRRES_01814_M	FGSG_01814		0.0
FGRRES_01817	FGSG_01817		0.0
FGRRES_01836	FGSG_01836		0.0
FGRRES_01845	FGSG_01845		3e-180
FGRRES_01867	FGSG_01867		0.0
FGRRES_01868	FGSG_01868		0.0
FGRRES_01876	FGSG_01876		0.0
FGRRES_01877	FGSG_01877		0.0
FGRRES_01885	FGSG_01885		0.0
FGRRES_01894	FGSG_01894		0.0
FGRRES_01903	FGSG_01903		0.0
FGRRES_01906	FGSG_01906		2e-144
FGRRES_01915	FGSG_01915		0.0
FGRRES_01924_M	FGSG_17677		2e-64
FGRRES_01925	FGSG_01925		0.0
FGRRES_01927	FGSG_01927		0.0
FGRRES_01930	FGSG_01930		0.0
FGRRES_01936	FGSG_01936		0.0
FGRRES_01959	FGSG_01959		0.0
FGRRES_01968	FGSG_01968		0.0
FGRRES_01972	FGSG_01972		0.0
FGRRES_01980	FGSG_01980		0.0
FGRRES_01984	FGSG_01984		3e-158
FGRRES_01985	FGSG_01985		1e-150
FGRRES_01986	FGSG_01986		0.0
FGRRES_01997	FGSG_01997		0.0
FGRRES_02025	FGSG_02025		0.0
FGRRES_02026	FGSG_10269		4e-77
FGRRES_02031	FGSG_02031		0.0
FGRRES_02032_M	FGSG_02032		0.0
FGRRES_02040	FGSG_02040		0.0
FGRRES_02064	FGSG_02064		0.0
FGRRES_02066	FGSG_02066		0.0
FGRRES_02070	FGSG_02070		0.0
FGRRES_02071	FGSG_02071		0.0
FGRRES_02083	FGSG_02083		0.0
FGRRES_02111	FGSG_02111		0.0
FGRRES_02114	FGSG_02114		0.0
FGRRES_02117	FGSG_02117		0.0
FGRRES_02118	FGSG_02118		0.0
FGRRES_02123	FGSG_03389		9e-71
FGRRES_02130	FGSG_02288		9e-87
FGRRES_02136	FGSG_02136		0.0
FGRRES_02137	FGSG_02137		0.0
FGRRES_02138	FGSG_02138		0.0
FGRRES_02139	FGSG_02139		0.0
FGRRES_02143	FGSG_02143		0.0
FGRRES_02145	FGSG_02145		0.0
FGRRES_02151	FGSG_02151		0.0
FGRRES_02158_M	FGSG_02158		0.0
FGRRES_02163	FGSG_02163		0.0
FGRRES_02184	FGSG_07589		5e-75
FGRRES_02208	FGSG_02208		0.0
FGRRES_02215	FGSG_02215		0.0
FGRRES_02248_M	FGSG_02248		0.0
FGRRES_02251	FGSG_02251		0.0
FGRRES_02252	FGSG_02252		0.0
FGRRES_02264	FGSG_02264		0.0
FGRRES_02272	FGSG_02272		0.0
FGRRES_02278	FGSG_02278		0.0
FGRRES_02281	FGSG_02281		0.0
FGRRES_02284	FGSG_02284		0.0
FGRRES_02288	FGSG_02288		0.0
FGRRES_02299	FGSG_15872		2e-124
FGRRES_02307	FGSG_02307		0.0
FGRRES_02312	FGSG_02312		0.0
FGRRES_02315	FGSG_02315		0.0
FGRRES_02316	FGSG_02316		0.0
FGRRES_02320	FGSG_02320		0.0
FGRRES_02322	FGSG_02322		0.0
FGRRES_02323	FGSG_02323		0.0
FGRRES_02324	FGSG_02324		0.0
FGRRES_02326	FGSG_02326		0.0
FGRRES_02331	FGSG_02331		0.0
FGRRES_02343	FGSG_02343		0.0
FGRRES_02358	FGSG_02358		0.0
FGRRES_02366	FGSG_02366		0.0
FGRRES_02367	FGSG_02367		0.0
FGRRES_02368	FGSG_02368		0.0
FGRRES_02371_2_M	FGSG_02371.2		0.0
FGRRES_02382	FGSG_02382		0.0
FGRRES_02384	FGSG_02384		0.0
FGRRES_02387	FGSG_03915		8e-75
FGRRES_02394	FGSG_02394		0.0
FGRRES_02398	FGSG_02398		0.0
FGRRES_02400	FGSG_02400		0.0
FGRRES_02406	FGSG_02406		0.0
FGRRES_02419	FGSG_02419		0.0
FGRRES_02420	FGSG_16917		2e-90
FGRRES_02426	FGSG_02426		0.0
FGRRES_02433	FGSG_02433		0.0
FGRRES_02439	FGSG_02439		0.0
FGRRES_02444	FGSG_02444		2e-178
FGRRES_02460	FGSG_02460		0.0
FGRRES_02477_M	FGSG_02477		0.0
FGRRES_02482	FGSG_02482		0.0
FGRRES_02495	FGSG_02495		0.0
FGRRES_02499	FGSG_02499		0.0
FGRRES_02507_M	FGSG_02507		0.0
FGRRES_02516	FGSG_02516		0.0
FGRRES_02520	FGSG_02520		0.0
FGRRES_02531	FGSG_02531		0.0
FGRRES_02532	FGSG_02532		0.0
FGRRES_02538	FGSG_02538		0.0
FGRRES_02544	FGSG_02544		0.0
FGRRES_02589	FGSG_02589		0.0
FGRRES_02598	FGSG_02598		0.0
FGRRES_02608	FGSG_02608		0.0
FGRRES_02615	FGSG_02615		0.0
FGRRES_02635	FGSG_02635		0.0
FGRRES_02641	FGSG_02641		0.0
FGRRES_02646	FGSG_02646		3e-169
FGRRES_02668	FGSG_02668		0.0
FGRRES_02671	FGSG_02671		0.0
FGRRES_02672_M	FGSG_02672		0.0
FGRRES_02675	FGSG_02675		0.0
FGRRES_02676	FGSG_02676		0.0
FGRRES_02677	FGSG_02677		0.0
FGRRES_02680	FGSG_02680		0.0
FGRRES_02688	FGSG_02688		0.0
FGRRES_02695	FGSG_02695		0.0
FGRRES_02696	FGSG_02696		0.0
FGRRES_02699	FGSG_02699		0.0
FGRRES_02703_M	FGSG_02703		0.0
FGRRES_02741	FGSG_02741		0.0
FGRRES_02743	FGSG_02743		0.0
FGRRES_02749_M	FGSG_02749		0.0
FGRRES_02750	FGSG_02750		0.0
FGRRES_02753	FGSG_02753		0.0
FGRRES_02754	FGSG_02754		5e-173
FGRRES_02767	FGSG_02767		0.0
FGRRES_02782	FGSG_02782		0.0
FGRRES_02783	FGSG_02783		0.0
FGRRES_02787_M	FGSG_02787		0.0
FGRRES_02788_M	FGSG_02788		2e-128
FGRRES_02803	FGSG_02803		0.0
FGRRES_02814	FGSG_02814		0.0
FGRRES_02825_M	FGSG_02825		0.0
FGRRES_02833	FGSG_02833		0.0
FGRRES_02839	FGSG_02839		0.0
FGRRES_02843	FGSG_02843		0.0
FGRRES_02847	FGSG_02847		0.0
FGRRES_02854	FGSG_02854		0.0
FGRRES_02863	FGSG_02863		0.0
FGRRES_02865_M	FGSG_02865		0.0
FGRRES_02869_M	FGSG_02869		0.0
FGRRES_02870	FGSG_02870		0.0
FGRRES_02872	FGSG_02872		0.0
FGRRES_02873	FGSG_02873		0.0
FGRRES_02874	FGSG_02874		0.0
FGRRES_02880	FGSG_02880		0.0
FGRRES_02922	FGSG_02922		0.0
FGRRES_02924	FGSG_02924		0.0
FGRRES_02929	FGSG_02929		0.0
FGRRES_02930	FGSG_16917		9e-71
FGRRES_02938_M	FGSG_02938		0.0
FGRRES_02939	FGSG_02939		0.0
FGRRES_02945	FGSG_02945		0.0
FGRRES_02950	FGSG_02950		0.0
FGRRES_02978	FGSG_02978		0.0
FGRRES_02982	FGSG_02982		0.0
FGRRES_02992	FGSG_02992		0.0
FGRRES_02998	FGSG_02998		0.0
FGRRES_03011	FGSG_03011		0.0
FGRRES_03015	FGSG_03015		0.0
FGRRES_03018	FGSG_15872		1e-83
FGRRES_03020	FGSG_03020		0.0
FGRRES_03024	FGSG_03024		0.0
FGRRES_03032	FGSG_03032		0.0
FGRRES_03033	FGSG_03033		0.0
FGRRES_03040	FGSG_03040		0.0
FGRRES_03044	FGSG_03044		0.0
FGRRES_03055	FGSG_03055		0.0
FGRRES_03063	FGSG_03063		0.0
FGRRES_03066_M	FGSG_03066		0.0
FGRRES_03071	FGSG_03071		0.0
FGRRES_03083	FGSG_03083		0.0
FGRRES_03086	FGSG_03086		0.0
FGRRES_03102	FGSG_03102		0.0
FGRRES_03107	FGSG_03107		0.0
FGRRES_03133	FGSG_03133		0.0
FGRRES_03140	FGSG_03140		0.0
FGRRES_03144	FGSG_03144		0.0
FGRRES_03149	FGSG_03149		1e-134
FGRRES_03154	FGSG_03154		0.0
FGRRES_03159	FGSG_03159		0.0
FGRRES_03162	FGSG_03162		0.0
FGRRES_03168	FGSG_03168		0.0
FGRRES_03172	FGSG_03172		0.0
FGRRES_03189_M	FGSG_03189		0.0
FGRRES_03191_M	FGSG_03191		0.0
FGRRES_03195	FGSG_03195		2e-167
FGRRES_03201	FGSG_03201		0.0
FGRRES_03202	FGSG_03202		0.0
FGRRES_03207_M	FGSG_03207		0.0
FGRRES_03208_M	FGSG_03208		0.0
FGRRES_03214	FGSG_03214		0.0
FGRRES_03219	FGSG_03219		0.0
FGRRES_03226_M	FGSG_03226		0.0
FGRRES_03231	FGSG_03231		0.0
FGRRES_03233	FGSG_03233		0.0
FGRRES_03239	FGSG_03239		2e-150
FGRRES_03245_M	FGSG_03245		0.0
FGRRES_03246	FGSG_03246		0.0
FGRRES_03249	FGSG_03249		0.0
FGRRES_03256	FGSG_03256		0.0
FGRRES_03257	FGSG_03257		0.0
FGRRES_03258_M	FGSG_03258		0.0
FGRRES_03259	FGSG_03259		0.0
FGRRES_03260	FGSG_03260		0.0
FGRRES_03264	FGSG_03264		0.0
FGRRES_03271	FGSG_03271		0.0
FGRRES_03272	FGSG_03272		0.0
FGRRES_03273	FGSG_16917		5e-95
FGRRES_03279	FGSG_03279		0.0
FGRRES_03281	FGSG_03281		2e-140
FGRRES_03282	FGSG_02854		2e-57
FGRRES_03292	FGSG_03292		0.0
FGRRES_03294_M	FGSG_03294		0.0
FGRRES_03306	FGSG_03306		0.0
FGRRES_03322	FGSG_03322		0.0
FGRRES_03323	FGSG_03323		0.0
FGRRES_03330	FGSG_03330		0.0
FGRRES_03340	FGSG_03340		0.0
FGRRES_03345	FGSG_03345		0.0
FGRRES_03347_M	FGSG_03347		0.0
FGRRES_03360	FGSG_03360		0.0
FGRRES_03363	FGSG_03363		0.0
FGRRES_03369	FGSG_03369		0.0
FGRRES_03389_M	FGSG_03389		0.0
FGRRES_03390	FGSG_03390		0.0
FGRRES_03396	FGSG_03396		0.0
FGRRES_03412	FGSG_03412		0.0
FGRRES_03414	FGSG_03414		0.0
FGRRES_03416_M	FGSG_03416		0.0
FGRRES_03421	FGSG_16514		9e-145
FGRRES_03424	FGSG_03424		0.0
FGRRES_03427	FGSG_03427		0.0
FGRRES_03447	FGSG_03447		0.0
FGRRES_03460	FGSG_03460		0.0
FGRRES_03466	FGSG_03466		0.0
FGRRES_03482	FGSG_03482		1e-135
FGRRES_03485_M	FGSG_03485		0.0
FGRRES_03494	FGSG_03494		0.0
FGRRES_03498	FGSG_03498		0.0
FGRRES_03508	FGSG_03508		0.0
FGRRES_03512	FGSG_03512		0.0
FGRRES_03514_M	FGSG_02938		5e-118
FGRRES_03516	FGSG_03516		0.0
FGRRES_03517	FGSG_03517		0.0
FGRRES_03523_M	FGSG_03523		0.0
FGRRES_03525	FGSG_16229		1e-102
FGRRES_03535	FGSG_03535		0.0
FGRRES_03537	FGSG_03537		0.0
FGRRES_03540	FGSG_03540		0.0
FGRRES_03541	FGSG_03541		0.0
FGRRES_03542_M	FGSG_03542		5e-83
FGRRES_03547	FGSG_03547		0.0
FGRRES_03548	FGSG_03548		0.0
FGRRES_03564	FGSG_03564		9e-129
FGRRES_03567	FGSG_16357		9e-68
FGRRES_03568	FGSG_03568		0.0
FGRRES_03589	FGSG_03589		0.0
FGRRES_03590	FGSG_03590		0.0
FGRRES_03597	FGSG_03597		0.0
FGRRES_03636_M	FGSG_03636		0.0
FGRRES_03643	FGSG_03643		0.0
FGRRES_03646	FGSG_03646		0.0
FGRRES_03671_M	FGSG_03671		0.0
FGRRES_03675	FGSG_03675		0.0
FGRRES_03682	FGSG_03682		3e-155
FGRRES_03683	FGSG_03683		0.0
FGRRES_03686_M	FGSG_03686		0.0
FGRRES_03693	FGSG_03693		3e-123
FGRRES_03697_M	FGSG_03697		0.0
FGRRES_03700	FGSG_03700		0.0
FGRRES_03702	FGSG_03702		0.0
FGRRES_03706_M	FGSG_13153		2e-111
FGRRES_03711	FGSG_03711		0.0
FGRRES_03716	FGSG_03716		0.0
FGRRES_03725	FGSG_03725		0.0
FGRRES_03727	FGSG_03727		0.0
FGRRES_03729	FGSG_03729		0.0
FGRRES_03732_M	FGSG_03732		0.0
FGRRES_03735_2_M	FGSG_03735.2		0.0
FGRRES_03737	FGSG_03737		0.0
FGRRES_03741	FGSG_03741		0.0
FGRRES_03744	FGSG_03744		0.0
FGRRES_03745	FGSG_03745		0.0
FGRRES_03747	FGSG_03747		0.0
FGRRES_03749_M	FGSG_03749		0.0
FGRRES_03751_M	FGSG_03751		0.0
FGRRES_03754_M	FGSG_03754		0.0
FGRRES_03755	FGSG_03755		0.0
FGRRES_03770	FGSG_03770		0.0
FGRRES_03772	FGSG_03772		0.0
FGRRES_03778	FGSG_03778		0.0
FGRRES_03786	FGSG_03786		0.0
FGRRES_03793	FGSG_03793		0.0
FGRRES_03794_M	FGSG_03794		2e-155
FGRRES_03796	FGSG_03796		0.0
FGRRES_03814	FGSG_03814		0.0
FGRRES_03834	FGSG_03834		0.0
FGRRES_03835	FGSG_03835		0.0
FGRRES_03836	FGSG_08741		2e-80
FGRRES_03844	FGSG_03844		0.0
FGRRES_03855_M	FGSG_03855		0.0
FGRRES_03857	FGSG_03857		0.0
FGRRES_03860	FGSG_03860		0.0
FGRRES_03861	FGSG_03861		0.0
FGRRES_03862_M	FGSG_03862		0.0
FGRRES_03869	FGSG_03869		0.0
FGRRES_03872_M	FGSG_03872		0.0
FGRRES_03873_M	FGSG_03783		0.0
FGRRES_03878	FGSG_03878		0.0
FGRRES_03881	FGSG_03881		0.0
FGRRES_03882	FGSG_03882		0.0
FGRRES_03887	FGSG_03887		0.0
FGRRES_03889	FGSG_03889		0.0
FGRRES_03891	FGSG_03891		0.0
FGRRES_03892	FGSG_03892		0.0
FGRRES_03899	FGSG_03899		0.0
FGRRES_03912	FGSG_03912		0.0
FGRRES_03915	FGSG_03915		0.0
FGRRES_03919	FGSG_03919		0.0
FGRRES_03920	FGSG_03920		0.0
FGRRES_03924	FGSG_03924		0.0
FGRRES_03929	FGSG_03929		0.0
FGRRES_03931	FGSG_03931		0.0
FGRRES_03934_M	FGSG_03934		0.0
FGRRES_03951	FGSG_08005		1e-53
FGRRES_03956	FGSG_03956		0.0
FGRRES_03957	FGSG_03957		0.0
FGRRES_03964	FGSG_03964		0.0
FGRRES_03985	FGSG_03985		0.0
FGRRES_03987_M	FGSG_03987		0.0
FGRRES_04004	FGSG_04004		0.0
FGRRES_04035	FGSG_04035		0.0
FGRRES_04036	FGSG_04036		0.0
FGRRES_04044_M	FGSG_04044		4e-180
FGRRES_04055	FGSG_04055		0.0
FGRRES_04057_M	FGSG_04057		0.0
FGRRES_04062	FGSG_04062		0.0
FGRRES_04065	FGSG_04065		0.0
FGRRES_04081	FGSG_04081		1e-169
FGRRES_04083	FGSG_04083		0.0
FGRRES_04084	FGSG_04084		0.0
FGRRES_04092	FGSG_04092		0.0
FGRRES_04095	FGSG_04095		0.0
FGRRES_04103	FGSG_04103		0.0
FGRRES_04109	FGSG_04109		0.0
FGRRES_04130	FGSG_04130		0.0
FGRRES_04134	FGSG_04134		0.0
FGRRES_04147	FGSG_04147		9e-156
FGRRES_04170_M	FGSG_04170		0.0
FGRRES_04171	FGSG_04171		0.0
FGRRES_04181	FGSG_04181		0.0
FGRRES_04182	FGSG_04182		0.0
FGRRES_04186_M	FGSG_04186		0.0
FGRRES_04188	FGSG_04188		0.0
FGRRES_04203_M	FGSG_04203		0.0
FGRRES_04204	FGSG_04204		0.0
FGRRES_04209	FGSG_04209		0.0
FGRRES_04215	FGSG_04215		0.0
FGRRES_04216	FGSG_04216		0.0
FGRRES_04217	FGSG_04217		0.0
FGRRES_04218	FGSG_04218		3e-133
FGRRES_04220	FGSG_04220		0.0
FGRRES_04221	FGSG_04221		0.0
FGRRES_04223	FGSG_04223		0.0
FGRRES_04233	FGSG_04233		0.0
FGRRES_04241	FGSG_04241		0.0
FGRRES_04242	FGSG_04242		0.0
FGRRES_04245	FGSG_04245		0.0
FGRRES_04254	FGSG_04254		0.0
FGRRES_04258_M	FGSG_04258		8e-170
FGRRES_04288	FGSG_04288		0.0
FGRRES_04293	FGSG_04293		0.0
FGRRES_04298	FGSG_04298		0.0
FGRRES_04305	FGSG_04305		0.0
FGRRES_04311	FGSG_04311		0.0
FGRRES_04317	FGSG_04317		0.0
FGRRES_04333	FGSG_04333		0.0
FGRRES_04334	FGSG_04334		0.0
FGRRES_04335	FGSG_04335		0.0
FGRRES_04369	FGSG_04369		0.0
FGRRES_04370	FGSG_04370		0.0
FGRRES_04379	FGSG_04379		0.0
FGRRES_04398	FGSG_04398		0.0
FGRRES_04426	FGSG_04426		0.0
FGRRES_04431	FGSG_04431		0.0
FGRRES_04456	FGSG_04456		0.0
FGRRES_04458	FGSG_04458		0.0
FGRRES_04459	FGSG_04459		0.0
FGRRES_04465_M	FGSG_04465		0.0
FGRRES_04468	FGSG_04468		0.0
FGRRES_04480	FGSG_04480		0.0
FGRRES_04487	FGSG_04487		0.0
FGRRES_04496_M	FGSG_04496		0.0
FGRRES_04512	FGSG_04512		0.0
FGRRES_04537	FGSG_04537		0.0
FGRRES_04543	FGSG_04543		3e-131
FGRRES_04544_5_M	FGSG_04544		0.0
FGRRES_04579	FGSG_04579		0.0
FGRRES_04580	FGSG_04580		0.0
FGRRES_04581	FGSG_04581		1e-78
FGRRES_04588	FGSG_04588		0.0
FGRRES_04590	FGSG_04590		0.0
FGRRES_04591	FGSG_04591		0.0
FGRRES_04596	FGSG_04596		0.0
FGRRES_04610	FGSG_04610		0.0
FGRRES_04626	FGSG_04626		9e-144
FGRRES_04636	FGSG_04636		0.0
FGRRES_04637	FGSG_04637		0.0
FGRRES_04643	FGSG_04643		0.0
FGRRES_04658_M	FGSG_04658		0.0
FGRRES_04666	FGSG_04666		0.0
FGRRES_04671_M	FGSG_04671		0.0
FGRRES_04672	FGSG_04672		0.0
FGRRES_04675	FGSG_04675		0.0
FGRRES_04676	FGSG_04676		0.0
FGRRES_04683	FGSG_04683		0.0
FGRRES_04686	FGSG_04686		0.0
FGRRES_04694	FGSG_04694		0.0
FGRRES_04700	FGSG_04700		0.0
FGRRES_04709	FGSG_04709		0.0
FGRRES_04710	FGSG_04710		0.0
FGRRES_04717	FGSG_04717		0.0
FGRRES_04722	FGSG_04722		0.0
FGRRES_04723	FGSG_04723		0.0
FGRRES_04747	FGSG_04747		0.0
FGRRES_04774	FGSG_04774		0.0
FGRRES_04782	FGSG_04782		0.0
